"id","name","gen","Primary.Type","Special.Defense","Speed","Health","Special.Attack","Attack","Defense"
442,"spiritomb",4,"dark",108,35,50,92,92,108
442,"spiritomb",4,"ghost",108,35,50,92,92,108
443,"gible",4,"ground",45,42,58,40,70,45
443,"gible",4,"dragon",45,42,58,40,70,45
444,"gabite",4,"ground",55,82,68,50,90,65
444,"gabite",4,"dragon",55,82,68,50,90,65
445,"garchomp",4,"ground",85,102,108,80,130,95
445,"garchomp",4,"dragon",85,102,108,80,130,95
446,"munchlax",4,"normal",85,5,135,40,85,40
447,"riolu",4,"fighting",40,60,40,35,70,40
448,"lucario",4,"steel",70,90,70,115,110,70
448,"lucario",4,"fighting",70,90,70,115,110,70
449,"hippopotas",4,"ground",42,32,68,38,72,78
450,"hippowdon",4,"ground",72,47,108,68,112,118
451,"skorupi",4,"bug",55,65,40,30,50,90
451,"skorupi",4,"poison",55,65,40,30,50,90
452,"drapion",4,"dark",75,95,70,60,90,110
452,"drapion",4,"poison",75,95,70,60,90,110
453,"croagunk",4,"fighting",40,50,48,61,61,40
453,"croagunk",4,"poison",40,50,48,61,61,40
454,"toxicroak",4,"fighting",65,85,83,86,106,65
454,"toxicroak",4,"poison",65,85,83,86,106,65
455,"carnivine",4,"grass",72,46,74,90,100,72
456,"finneon",4,"water",61,66,49,49,49,56
457,"lumineon",4,"water",86,91,69,69,69,76
458,"mantyke",4,"flying",120,50,45,60,20,50
458,"mantyke",4,"water",120,50,45,60,20,50
459,"snover",4,"ice",60,40,60,62,62,50
459,"snover",4,"grass",60,40,60,62,62,50
460,"abomasnow",4,"ice",85,60,90,92,92,75
460,"abomasnow",4,"grass",85,60,90,92,92,75
461,"weavile",4,"ice",85,125,70,45,120,65
461,"weavile",4,"dark",85,125,70,45,120,65
462,"magnezone",4,"steel",90,60,70,130,70,115
462,"magnezone",4,"electric",90,60,70,130,70,115
463,"lickilicky",4,"normal",95,50,110,80,85,95
464,"rhyperior",4,"rock",55,40,115,55,140,130
464,"rhyperior",4,"ground",55,40,115,55,140,130
465,"tangrowth",4,"grass",50,50,100,110,100,125
466,"electivire",4,"electric",85,95,75,95,123,67
467,"magmortar",4,"fire",95,83,75,125,95,67
468,"togekiss",4,"flying",115,80,85,120,50,95
468,"togekiss",4,"fairy",115,80,85,120,50,95
469,"yanmega",4,"flying",56,95,86,116,76,86
469,"yanmega",4,"bug",56,95,86,116,76,86
470,"leafeon",4,"grass",65,95,65,60,110,130
471,"glaceon",4,"ice",95,65,65,130,60,110
472,"gliscor",4,"flying",75,95,75,45,95,125
472,"gliscor",4,"ground",75,95,75,45,95,125
473,"mamoswine",4,"ground",60,80,110,70,130,80
473,"mamoswine",4,"ice",60,80,110,70,130,80
474,"porygon-z",4,"normal",75,90,85,135,80,70
475,"gallade",4,"fighting",115,80,68,65,125,65
475,"gallade",4,"psychic",115,80,68,65,125,65
476,"probopass",4,"steel",150,40,60,75,55,145
476,"probopass",4,"rock",150,40,60,75,55,145
477,"dusknoir",4,"ghost",135,45,45,65,100,135
478,"froslass",4,"ghost",70,110,70,80,80,70
478,"froslass",4,"ice",70,110,70,80,80,70
479,"rotom",4,"ghost",77,91,50,95,50,77
479,"rotom",4,"electric",77,91,50,95,50,77
480,"uxie",4,"psychic",130,95,75,75,75,130
481,"mesprit",4,"psychic",105,80,80,105,105,105
482,"azelf",4,"psychic",70,115,75,125,125,70
483,"dialga",4,"dragon",100,90,100,150,120,120
483,"dialga",4,"steel",100,90,100,150,120,120
484,"palkia",4,"dragon",120,100,90,150,120,100
484,"palkia",4,"water",120,100,90,150,120,100
485,"heatran",4,"steel",106,77,91,130,90,106
485,"heatran",4,"fire",106,77,91,130,90,106
486,"regigigas",4,"normal",110,100,110,80,160,110
487,"giratina-altered",4,"dragon",120,90,150,100,100,120
487,"giratina-altered",4,"ghost",120,90,150,100,100,120
488,"cresselia",4,"psychic",130,85,120,75,70,120
489,"phione",4,"water",80,80,80,80,80,80
490,"manaphy",4,"water",100,100,100,100,100,100
491,"darkrai",4,"dark",90,125,70,135,90,90
492,"shaymin-land",4,"grass",100,100,100,100,100,100
493,"arceus",4,"normal",120,120,120,120,120,120
