"id","name","gen","Primary.Type","Special.Defense","Speed","Health","Special.Attack","Attack","Defense"
196,"espeon",2,"psychic",95,110,65,130,65,60
197,"umbreon",2,"dark",130,65,95,60,65,110
198,"murkrow",2,"flying",42,91,60,85,85,42
198,"murkrow",2,"dark",42,91,60,85,85,42
199,"slowking",2,"psychic",110,30,95,100,75,80
199,"slowking",2,"water",110,30,95,100,75,80
200,"misdreavus",2,"ghost",85,85,60,85,60,60
201,"unown",2,"psychic",48,48,48,72,72,48
202,"wobbuffet",2,"psychic",58,33,190,33,33,58
203,"girafarig",2,"psychic",65,85,70,90,80,65
203,"girafarig",2,"normal",65,85,70,90,80,65
204,"pineco",2,"bug",35,15,50,35,65,90
205,"forretress",2,"steel",60,40,75,60,90,140
205,"forretress",2,"bug",60,40,75,60,90,140
206,"dunsparce",2,"normal",65,45,100,65,70,70
207,"gligar",2,"flying",65,85,65,35,75,105
207,"gligar",2,"ground",65,85,65,35,75,105
208,"steelix",2,"ground",65,30,75,55,85,200
208,"steelix",2,"steel",65,30,75,55,85,200
209,"snubbull",2,"fairy",40,30,60,40,80,50
210,"granbull",2,"fairy",60,45,90,60,120,75
211,"qwilfish",2,"poison",55,85,65,55,95,75
211,"qwilfish",2,"water",55,85,65,55,95,75
212,"scizor",2,"steel",80,65,70,55,130,100
212,"scizor",2,"bug",80,65,70,55,130,100
213,"shuckle",2,"rock",230,5,20,10,10,230
213,"shuckle",2,"bug",230,5,20,10,10,230
214,"heracross",2,"fighting",95,85,80,40,125,75
214,"heracross",2,"bug",95,85,80,40,125,75
215,"sneasel",2,"ice",75,115,55,35,95,55
215,"sneasel",2,"dark",75,115,55,35,95,55
216,"teddiursa",2,"normal",50,40,60,50,80,50
217,"ursaring",2,"normal",75,55,90,75,130,75
218,"slugma",2,"fire",40,20,40,70,40,40
219,"magcargo",2,"rock",80,30,50,80,50,120
219,"magcargo",2,"fire",80,30,50,80,50,120
220,"swinub",2,"ground",30,50,50,30,50,40
220,"swinub",2,"ice",30,50,50,30,50,40
221,"piloswine",2,"ground",60,50,100,60,100,80
221,"piloswine",2,"ice",60,50,100,60,100,80
222,"corsola",2,"rock",85,35,55,65,55,85
222,"corsola",2,"water",85,35,55,65,55,85
223,"remoraid",2,"water",35,65,35,65,65,35
224,"octillery",2,"water",75,45,75,105,105,75
225,"delibird",2,"flying",45,75,45,65,55,45
225,"delibird",2,"ice",45,75,45,65,55,45
226,"mantine",2,"flying",140,70,65,80,40,70
226,"mantine",2,"water",140,70,65,80,40,70
227,"skarmory",2,"flying",70,70,65,40,80,140
227,"skarmory",2,"steel",70,70,65,40,80,140
228,"houndour",2,"fire",50,65,45,80,60,30
228,"houndour",2,"dark",50,65,45,80,60,30
229,"houndoom",2,"fire",80,95,75,110,90,50
229,"houndoom",2,"dark",80,95,75,110,90,50
230,"kingdra",2,"dragon",95,85,75,95,95,95
230,"kingdra",2,"water",95,85,75,95,95,95
231,"phanpy",2,"ground",40,40,90,40,60,60
232,"donphan",2,"ground",60,50,90,60,120,120
233,"porygon2",2,"normal",95,60,85,105,80,90
234,"stantler",2,"normal",65,85,73,85,95,62
235,"smeargle",2,"normal",45,75,55,20,20,35
236,"tyrogue",2,"fighting",35,35,35,35,35,35
237,"hitmontop",2,"fighting",110,70,50,35,95,95
238,"smoochum",2,"psychic",65,65,45,85,30,15
238,"smoochum",2,"ice",65,65,45,85,30,15
239,"elekid",2,"electric",55,95,45,65,63,37
240,"magby",2,"fire",55,83,45,70,75,37
241,"miltank",2,"normal",70,100,95,40,80,105
242,"blissey",2,"normal",135,55,255,75,10,10
243,"raikou",2,"electric",100,115,90,115,85,75
244,"entei",2,"fire",75,100,115,90,115,85
245,"suicune",2,"water",115,85,100,90,75,115
246,"larvitar",2,"ground",50,41,50,45,64,50
246,"larvitar",2,"rock",50,41,50,45,64,50
247,"pupitar",2,"ground",70,51,70,65,84,70
247,"pupitar",2,"rock",70,51,70,65,84,70
248,"tyranitar",2,"dark",100,61,100,95,134,110
248,"tyranitar",2,"rock",100,61,100,95,134,110
249,"lugia",2,"flying",154,110,106,90,90,130
249,"lugia",2,"psychic",154,110,106,90,90,130
250,"ho-oh",2,"flying",154,90,106,110,130,90
250,"ho-oh",2,"fire",154,90,106,110,130,90
251,"celebi",2,"grass",100,100,100,100,100,100
251,"celebi",2,"psychic",100,100,100,100,100,100
