"id","name","gen","Primary.Type","Special.Defense","Speed","Health","Special.Attack","Attack","Defense"
618,"stunfisk",5,"ground",99,32,109,81,66,84
619,"mienfoo",5,"fighting",50,65,45,55,85,50
620,"mienshao",5,"fighting",60,105,65,95,125,60
621,"druddigon",5,"dragon",90,48,77,60,120,90
622,"golett",5,"ghost",50,35,59,35,74,50
622,"golett",5,"ground",50,35,59,35,74,50
623,"golurk",5,"ghost",80,55,89,55,124,80
623,"golurk",5,"ground",80,55,89,55,124,80
624,"pawniard",5,"steel",40,60,45,40,85,70
624,"pawniard",5,"dark",40,60,45,40,85,70
625,"bisharp",5,"steel",70,70,65,60,125,100
625,"bisharp",5,"dark",70,70,65,60,125,100
626,"bouffalant",5,"normal",95,55,95,40,110,95
627,"rufflet",5,"flying",50,60,70,37,83,50
627,"rufflet",5,"normal",50,60,70,37,83,50
628,"braviary",5,"flying",75,80,100,57,123,75
628,"braviary",5,"normal",75,80,100,57,123,75
629,"vullaby",5,"flying",65,60,70,45,55,75
629,"vullaby",5,"dark",65,60,70,45,55,75
630,"mandibuzz",5,"flying",95,80,110,55,65,105
630,"mandibuzz",5,"dark",95,80,110,55,65,105
631,"heatmor",5,"fire",66,65,85,105,97,66
632,"durant",5,"steel",48,109,58,48,109,112
632,"durant",5,"bug",48,109,58,48,109,112
633,"deino",5,"dragon",50,38,52,45,65,50
633,"deino",5,"dark",50,38,52,45,65,50
634,"zweilous",5,"dragon",70,58,72,65,85,70
634,"zweilous",5,"dark",70,58,72,65,85,70
635,"hydreigon",5,"dragon",90,98,92,125,105,90
635,"hydreigon",5,"dark",90,98,92,125,105,90
636,"larvesta",5,"fire",55,60,55,50,85,55
636,"larvesta",5,"bug",55,60,55,50,85,55
637,"volcarona",5,"fire",105,100,85,135,60,65
637,"volcarona",5,"bug",105,100,85,135,60,65
638,"cobalion",5,"fighting",72,108,91,90,90,129
638,"cobalion",5,"steel",72,108,91,90,90,129
639,"terrakion",5,"fighting",90,108,91,72,129,90
639,"terrakion",5,"rock",90,108,91,72,129,90
640,"virizion",5,"fighting",129,108,91,90,90,72
640,"virizion",5,"grass",129,108,91,90,90,72
641,"tornadus-incarnate",5,"flying",80,111,79,125,115,70
642,"thundurus-incarnate",5,"flying",80,111,79,125,115,70
642,"thundurus-incarnate",5,"electric",80,111,79,125,115,70
643,"reshiram",5,"fire",120,90,100,150,120,100
643,"reshiram",5,"dragon",120,90,100,150,120,100
644,"zekrom",5,"electric",100,90,100,120,150,120
644,"zekrom",5,"dragon",100,90,100,120,150,120
645,"landorus-incarnate",5,"flying",80,101,89,115,125,90
645,"landorus-incarnate",5,"ground",80,101,89,115,125,90
646,"kyurem",5,"ice",90,95,125,130,130,90
646,"kyurem",5,"dragon",90,95,125,130,130,90
647,"keldeo-ordinary",5,"fighting",90,108,91,129,72,90
647,"keldeo-ordinary",5,"water",90,108,91,129,72,90
648,"meloetta-aria",5,"psychic",128,90,100,128,77,77
648,"meloetta-aria",5,"normal",128,90,100,128,77,77
649,"genesect",5,"steel",95,99,71,120,120,95
649,"genesect",5,"bug",95,99,71,120,120,95
