"id","name","gen","Primary.Type","Special.Defense","Speed","Health","Special.Attack","Attack","Defense"
308,"medicham",3,"psychic",75,80,60,60,60,75
308,"medicham",3,"fighting",75,80,60,60,60,75
309,"electrike",3,"electric",40,65,40,65,45,40
310,"manectric",3,"electric",60,105,70,105,75,60
311,"plusle",3,"electric",75,95,60,85,50,40
312,"minun",3,"electric",85,95,60,75,40,50
313,"volbeat",3,"bug",75,85,65,47,73,55
314,"illumise",3,"bug",75,85,65,73,47,55
315,"roselia",3,"poison",80,65,50,100,60,45
315,"roselia",3,"grass",80,65,50,100,60,45
316,"gulpin",3,"poison",53,40,70,43,43,53
317,"swalot",3,"poison",83,55,100,73,73,83
318,"carvanha",3,"dark",20,65,45,65,90,20
318,"carvanha",3,"water",20,65,45,65,90,20
319,"sharpedo",3,"dark",40,95,70,95,120,40
319,"sharpedo",3,"water",40,95,70,95,120,40
320,"wailmer",3,"water",35,60,130,70,70,35
321,"wailord",3,"water",45,60,170,90,90,45
322,"numel",3,"ground",45,35,60,65,60,40
322,"numel",3,"fire",45,35,60,65,60,40
323,"camerupt",3,"ground",75,40,70,105,100,70
323,"camerupt",3,"fire",75,40,70,105,100,70
324,"torkoal",3,"fire",70,20,70,85,85,140
325,"spoink",3,"psychic",80,60,60,70,25,35
326,"grumpig",3,"psychic",110,80,80,90,45,65
327,"spinda",3,"normal",60,60,60,60,60,60
328,"trapinch",3,"ground",45,10,45,45,100,45
329,"vibrava",3,"dragon",50,70,50,50,70,50
329,"vibrava",3,"ground",50,70,50,50,70,50
330,"flygon",3,"dragon",80,100,80,80,100,80
330,"flygon",3,"ground",80,100,80,80,100,80
331,"cacnea",3,"grass",40,35,50,85,85,40
332,"cacturne",3,"dark",60,55,70,115,115,60
332,"cacturne",3,"grass",60,55,70,115,115,60
333,"swablu",3,"flying",75,50,45,40,40,60
333,"swablu",3,"normal",75,50,45,40,40,60
334,"altaria",3,"flying",105,80,75,70,70,90
334,"altaria",3,"dragon",105,80,75,70,70,90
335,"zangoose",3,"normal",60,90,73,60,115,60
336,"seviper",3,"poison",60,65,73,100,100,60
337,"lunatone",3,"psychic",85,70,70,95,55,65
337,"lunatone",3,"rock",85,70,70,95,55,65
338,"solrock",3,"psychic",65,70,70,55,95,85
338,"solrock",3,"rock",65,70,70,55,95,85
339,"barboach",3,"ground",41,60,50,46,48,43
339,"barboach",3,"water",41,60,50,46,48,43
340,"whiscash",3,"ground",71,60,110,76,78,73
340,"whiscash",3,"water",71,60,110,76,78,73
341,"corphish",3,"water",35,35,43,50,80,65
342,"crawdaunt",3,"dark",55,55,63,90,120,85
342,"crawdaunt",3,"water",55,55,63,90,120,85
343,"baltoy",3,"psychic",70,55,40,40,40,55
343,"baltoy",3,"ground",70,55,40,40,40,55
344,"claydol",3,"psychic",120,75,60,70,70,105
344,"claydol",3,"ground",120,75,60,70,70,105
345,"lileep",3,"grass",87,23,66,61,41,77
345,"lileep",3,"rock",87,23,66,61,41,77
346,"cradily",3,"grass",107,43,86,81,81,97
346,"cradily",3,"rock",107,43,86,81,81,97
347,"anorith",3,"bug",50,75,45,40,95,50
347,"anorith",3,"rock",50,75,45,40,95,50
348,"armaldo",3,"bug",80,45,75,70,125,100
348,"armaldo",3,"rock",80,45,75,70,125,100
349,"feebas",3,"water",55,80,20,10,15,20
350,"milotic",3,"water",125,81,95,100,60,79
351,"castform",3,"normal",70,70,70,70,70,70
352,"kecleon",3,"normal",120,40,60,60,90,70
353,"shuppet",3,"ghost",33,45,44,63,75,35
354,"banette",3,"ghost",63,65,64,83,115,65
355,"duskull",3,"ghost",90,25,20,30,40,90
356,"dusclops",3,"ghost",130,25,40,60,70,130
357,"tropius",3,"flying",87,51,99,72,68,83
357,"tropius",3,"grass",87,51,99,72,68,83
358,"chimecho",3,"psychic",80,65,65,95,50,70
359,"absol",3,"dark",60,75,65,75,130,60
360,"wynaut",3,"psychic",48,23,95,23,23,48
361,"snorunt",3,"ice",50,50,50,50,50,50
362,"glalie",3,"ice",80,80,80,80,80,80
363,"spheal",3,"water",50,25,70,55,40,50
363,"spheal",3,"ice",50,25,70,55,40,50
364,"sealeo",3,"water",70,45,90,75,60,70
364,"sealeo",3,"ice",70,45,90,75,60,70
365,"walrein",3,"water",90,65,110,95,80,90
365,"walrein",3,"ice",90,65,110,95,80,90
366,"clamperl",3,"water",55,32,35,74,64,85
367,"huntail",3,"water",75,52,55,94,104,105
368,"gorebyss",3,"water",75,52,55,114,84,105
369,"relicanth",3,"rock",65,55,100,45,90,130
369,"relicanth",3,"water",65,55,100,45,90,130
370,"luvdisc",3,"water",65,97,43,40,30,55
371,"bagon",3,"dragon",30,50,45,40,75,60
372,"shelgon",3,"dragon",50,50,65,60,95,100
373,"salamence",3,"flying",80,100,95,110,135,80
373,"salamence",3,"dragon",80,100,95,110,135,80
374,"beldum",3,"psychic",60,30,40,35,55,80
374,"beldum",3,"steel",60,30,40,35,55,80
375,"metang",3,"psychic",80,50,60,55,75,100
375,"metang",3,"steel",80,50,60,55,75,100
376,"metagross",3,"psychic",90,70,80,95,135,130
376,"metagross",3,"steel",90,70,80,95,135,130
377,"regirock",3,"rock",100,50,80,50,100,200
378,"regice",3,"ice",200,50,80,100,50,100
379,"registeel",3,"steel",150,50,80,75,75,150
380,"latias",3,"psychic",130,110,80,110,80,90
380,"latias",3,"dragon",130,110,80,110,80,90
381,"latios",3,"psychic",110,110,80,130,90,80
381,"latios",3,"dragon",110,110,80,130,90,80
382,"kyogre",3,"water",140,90,100,150,100,90
383,"groudon",3,"ground",90,90,100,100,150,140
384,"rayquaza",3,"flying",90,95,105,150,150,90
384,"rayquaza",3,"dragon",90,95,105,150,150,90
385,"jirachi",3,"psychic",100,100,100,100,100,100
385,"jirachi",3,"steel",100,100,100,100,100,100
386,"deoxys-normal",3,"psychic",50,150,50,150,150,50
